Reference, Quantity, Value, Footprint, Datasheet, Digikey, Farnell, Toby, Module, THT, Part, User Manual
C11 C1 C37 C31 ,4,"1nF 5%","agg:0402",""
C12 C13 C6 C34 ,4,"10nF","agg:0402",""
C15 C10 C19 C24 C20 C22 C28 C29 C4 C2 C14 C32 C36 C30 C35 ,15,"100nF","agg:0402",""
C16 ,1,"100pF","agg:0402",""
C17 C18 C25 C21 C5 C23 C33 ,7,"2.2µF","agg:0603",""
C27 C26 ,2,"18pF","agg:0402",""
C3 C9 ,2,"1µF","agg:0402",""
C8 C7 ,2,"10µF","agg:0603",""
D1 ,1,"LED-red","agg:0603-LED",""
D2 ,1,"LED-orange","agg:0603-LED",""
D3 ,1,"LED-blue","agg:0603-LED",""
D4 ,1,"RB160MM-60TR","Diode_SMD:D_SOD-123","https://www.rohm.com/datasheet/RB160MM-60/rb160mm-60tr-e","","2673070","","","","",""
D5 D6 ,2,"SM4007PL-TP","Diode_SMD:D_SOD-123F","http://www.mccsemi.com/up_pdf/SM4001PL-SM4007PL(SOD-123FL).PDF","SM4007PL-TPMSCT-ND","2295709","","","","",""
FB2 FB1 FB3 FB4 ,4,"BLM15EG221SN","agg:0402","https://www.murata.com/en-us/products/productdata/8796750970910/ENFA0023.pdf","490-4005-1-ND","","","","","",""
IC1 ,1,"KSZ8081RNx","agg:QFN-24-EP-MICREL","http://ww1.microchip.com/downloads/en/DeviceDoc/KSZ8081RNA_RND.pdf","","2509802","","","","",""
IC2 ,1,"STM32H743VIT6","agg:LQFP-100","http://www.st.com/st-web-ui/static/active/en/resource/technical/document/datasheet/DM00037051.pdf","497-17720-ND","2820776","","","","",""
IC3 ,1,"MS5607-02BA03","agg:MS5611","https://www.te.com/commerce/DocumentDelivery/DDEController?Action=srchrtrv&DocNm=MS5607-02BA03&DocType=Data+Sheet&DocLang=English","223-1198-1-ND","","","","","",""
J1 ,1,"CONN_01x08","agg:SIL-254P-08","","1528-1512-ND","","","Adafruit Monochrome 1.3 128x64 OLED graphic display #938","true","",""
J2 ,1,"08B0-1X1T-06-F","rem:08B0-1X1T-06-F","https://www.belfuse.com/resources/ICMs/ICMs%20Drawings/08B0-1X1T-06-F.pdf","507-1445-ND","2675992","","","true","",""
J3 ,1,"Side PCB","rem:Omron_Playbook_Footprint","","","","","","true","",""
J4 ,1,"Barrel_Jack_Switch","Connector_BarrelJack:BarrelJack_CUI_PJ-102AH_Horizontal","https://www.cui.com/product/resource/pj-102ah.pdf","","","","","true","",""
P1 ,1,"SWD","rem:FTSH-105-01-L-DV-K-ANCHOR","","SAM13165CT-ND","2856879","FTSH-105-01-L-DV-K","","","",""
Q1 ,1,"BC817","agg:SOT-23","https://assets.nexperia.com/documents/data-sheet/BC817_SER.pdf","1727-2919-1-ND","","","","","",""
Q2 ,1,"BSS138BK","agg:SOT-23","https://assets.nexperia.com/documents/data-sheet/BSS138BK.pdf","BSS138BK,215","","","","","",""
R11 R3 R1 ,3,"10kΩ 0.1%","agg:0402",""
R12 R4 R10 R40 R43 ,5,"10kΩ 1%","agg:0402",""
R13 ,1,"6.8kΩ 1%","agg:0402",""
R23 R18 R19 R20 R15 R16 R17 R14 R34 R38 R37 R46 ,12,"10kΩ","agg:0402",""
R28 R27 R26 R25 R24 R22 R21 ,7,"22Ω","agg:0402",""
R30 ,1,"6k49Ω","agg:0402","","","1469727","","","","",""
R31 R35 R2 ,3,"330Ω","agg:0402",""
R36 R6 R33 R32 R29 R41 ,6,"1kΩ","agg:0402",""
R44 ,1,"1MΩ","agg:0402",""
R45 ,1,"0Ω","agg:0402",""
R5 R39 ,2,"100kΩ","agg:0402",""
R7 ,1,"2.6kΩ","agg:0402",""
R8 R42 ,2,"100Ω","agg:0402",""
R9 ,1,"27kΩ 1%","agg:0402",""
SW1 ,1,"Rotary_Encoder","rem:PEC11R-4xxxF-Nxxxx","https://www.bourns.com/docs/Product-Datasheets/PEC11R.pdf","PEC11R-4215F-N0024-ND","","","","true","",""
SW2 SW3 ,2,"SWITCH_DPST","rem:SW_PUSH-12mm-OMRON_4xxx_5xxx","https://omronfs.omron.com/en_US/ecb/products/pdf/en-b3f.pdf","SW411-ND","","","","true","Omron B3F-4000",""
TC1 ,1,"K Type","rem:PCC-SMP","https://cdn.sparkfun.com/datasheets/Prototyping/PCC-SMP-K-datasheet.pdf","1568-1306-ND","","","","true","",""
U1 ,1,"LTC2064IMS8","agg:MSOP-8","https://www.analog.com/media/en/technical-documentation/data-sheets/LTC2063-2064.pdf","LTC2064IMS8#PBF-ND","","","","","",""
U2 ,1,"NCP1117-3.3_SOT223","Package_TO_SOT_SMD:SOT-223-3_TabPin2","http://www.onsemi.com/pub_link/Collateral/NCP1117-D.PDF","NCP1117ST33T3GOSCT-ND","","","","","",""
U3 U6 ,2,"AD8226","agg:MSOP-8","https://www.analog.com/media/en/technical-documentation/data-sheets/AD8226.pdf","AD8226ARMZ-ND","","","","","",""
U4 ,1,"REF3325AIDCK","agg:SOT-323","http://www.ti.com/lit/ds/symlink/ref3325.pdf","296-39164-1-ND","","","","","",""
U5 ,1,"2SMPP-02","rem:2SMPP-02","https://omronfs.omron.com/en_US/ecb/products/pdf/en-2smpp-02.pdf","Z3059-ND","2113270","","","","","https://omronfs.omron.com/en_US/ecb/products/pdf/en_a282_e1_01.pdf"
X1 X4 ,2,"PART","rem:drill",""
Y1 ,1,"DSC6083","rem:XTAL-32x25-CDFN4","http://ww1.microchip.com/downloads/en/DeviceDoc/DSC60XX-Ultra-Small-Ultra-Low-Power-MEMS-Oscillator-DS20005625C.pdf","DSC6083CI2A-032K768-ND","","","","","",""
Y2 ,1,"25MHz","agg:XTAL-50x32","https://abracon.com/Resonators/abm3.pdf","535-10645-1-ND","2101328","","","","",""
Y3 ,1,"SMD_XTAL_38.4_MHz","agg:XTAL-25x20","http://www.farnell.com/datasheets/2581416.pdf","535-13191-1-ND","2849405","","","","",""